Arquivo;MediaTempo;MenorDistancia;
Entrada 10.txt;0.21343231201171875;8
Entrada 100.txt;129.88710403442383;7
Entrada 1000.txt;130642.88177490234;10
Entrada 150.txt;419.37174797058105;4
Entrada 1500.txt;465358.72650146484;15
Entrada 200.txt;967.9177284240723;6
Entrada 25.txt;2.2047042846679688;5
Entrada 250.txt;1867.5659656524658;16
Entrada 300.txt;3265.8254623413086;13
Entrada 400.txt;7873.336124420166;17
Entrada 50.txt;16.459941864013672;8
Entrada 500.txt;15402.534008026123;13
Entrada 650.txt;35631.50334358215;11
Entrada 75.txt;55.86271286010742;8
Entrada 800.txt;67731.45122528076;13
